Lnumber,LID_CSV,LitList_en,LitList_jp,Link
111,L00018,"Dadashipour, M., Ishida, Y., Yamamoto, K. and Asano, Y. (2015) Discovery and molecular and biocatalytic properties of hydroxynitrile lyase from an invasive millipede, <i>Chamberlinius hualienensis</i>. Proceedings of the National Academy of Sciences, 112(34): 10605–10610.",,https://doi.org/10.1073/pnas.1508311112
112,L01414,"Daday, J. (1889) A Mygyar nemzeti muzeum idegenföldi Myriopodái. Myriopoda extranea muæi nationalis hungarici. Természetrajzi Füzetek, 12: 115–156.",,
113,L00437,"de Saussure, H. L. F. (1860) Essai d'une faune des Myriapodes du Mexique avec la description de quelques espèces des autres parties de l'Amérique. Mémoires pour servir a l'histoire naturelle du Mexique, des Antilles et des États-Unis, 15: 1–135.",,https://biodiversitylibrary.org/item/123219
114,L01244,"Decker, P., Reip, H. S. and Voigtländer, K. (2014) Millipedes and centipedes in German greenhouses (Myriapoda: Diplopoda, Chilopoda). Biodiversity Data Journal, 2: e1066.",,https://doi.org/10.3897/BDJ.2.e1066
115,L01126,"Degawa, Y., Hirooka, Y., Hoshino, T., Hosoya, T., Inaba, S., Iwamoto, S., Katumoto, K., Kawakami, S., Kiyuna, T., Kurihara, Y., Masaki, T., Masuya, H., Okada, G. and Tokiwa, T. (2007) Microfungi (Preliminary report). pp. 461–472. In: the Research Group of the Tanzawa Mountains (ed.) Results of the Scientific Research on the Tanzawa Mountains, Appendix: A list of plants and animals. Hiraoka Environmental Science Laboratory Sagamihara, Kanagawa, Japan.",出川 洋介・廣岡 裕吏・星野 保・細矢 剛・稲葉 重樹・岩本 晋・勝本 謙・川上 新一・喜友名 朝彦・栗原 祐子・正木 照久・升屋 勇人・岡田 元・常盤 俊之 (2007) 微小菌類（予報）. pp. 461–472. In: 丹沢大山総合調査団 (編) 丹沢大山総合調査学術報告書 丹沢大山動植物目録. 平岡環境科学研究所.,
116,L01594,"Degawa, Y., Ohsawa, K., Suyama, M. and Morishita, N. (2013) <i>Mortierella thereuopodae</i>, a new species with verticillate large sporangiophores, inhabiting fecal pellets of Scutigeromorpha. Mycoscience, 55(4): 308–313.",,https://doi.org/10.1016/j.myc.2013.11.004
117,L01877,"Djursvoll, P., Golovatch, S. I., Johanson, K. A. and Meidell, B. (2000) Phylogenetic relationships within <i>Polydesmus sensu lato</i> (Diplopoda: Polydesmidae). Fragmenta Faunistica, 43: 37–59.",,
118,L01707,"Dobroruka, L. J. (1960) A new formosan centipede, <i>Otostigmus striatus porteri</i> ssp. n. Annals and Magazine of Natural History, (13)3(25): 61–62.",,
119,L01106,"Drago, L., Fusco, G., Garollo, E. and Minelli, A. (2011) Structural aspects of leg-to-gonopod metamorphosis in male helminthomorph millipedes (Diplopoda). Frontiers in Zoology, 8(19): 1–16.",,https://doi.org/10.1186/1742-9994-8-19
120,L01717,"Dyachkov, Y. V. and Bonato, L. (2024) An updated synthesis of the Geophilomorpha (Chilopoda) of Asian Russia. ZooKeys, 1198: 17–54.",,https://doi.org/10.3897/zookeys.1198.119781
121,L01557,"Eason, E. H. (1974) The type specimens and identity of the species described in the genus <i>Lithobius</i> by F. Meinert, and now preserved in the Zoological Museum, Copenhagen University (Chilopoda: Lithobiomorpha). Zoological Journal of the Linnean Society, 55(1): 1–52.",,https://doi.org/10.1111/j.1096-3642.1974.tb01584.x
122,L01531,"Eason, E. H. (1996) Lithobiomorpha from Sakhalin Island, the Kamchatka Peninsula and the Kurile Islands (Chilopoda). Arthropoda Selecta, 5(3/4): 117–123.",,
123,L01535,"Edgecombe, G. D. and Giribet, G. (2002) Myriapod phylogeny and the relationships of Chilopoda. pp. 143–168. In: Llorente Bousquets, J. E. and Morrone, J. J. (eds.) Biodiversidad, taxonomía y biogeografía de artrópodos de México: Hacia una síntesis de su conocimiento. Prensas de Ciencias, Universidad Nacional Autónoma de México, Mexico D.F.",,https://tinyurl.com/y8tnhdeu
124,L01536,"Edgecombe, G. D. and Giribet, G. (2004) Adding mitochondrial sequence data (16S rRNA and cytochrome c oxidase subunit I) to the phylogeny of centipedes (Myriapoda: Chilopoda): an analysis of morphology and four molecular loci. Journal of Zoological Systematics and Evolutionary Research, 42(2): 89–134.",,https://doi.org/10.1111/j.1439-0469.2004.00245.x
125,L01578,"Edgecombe, G. D. and Giribet, G. (2019) The molecularization of centipede systematics. pp. 153–165. In: Fusco, G. (ed.) Perspectives on evolutionary and developmental biology: essays for Alessandro Minelli. Padova University Press, Padova.",,
126,L01269,"Eguchi, K., Tsukamoto, S., Francesco, B., Kutsukake, J. and Susukida, M. (2022) A new distributional record from mainland Tokyo of the millipede species <i>Chamberlinius hualienensis</i> (Polydesmida: Paradoxosomatidae), a nuisance pest introduced from Taiwan. Medical Entomology and Zoology, 73(2): 59–61.","江口 克之・塚本 将・Ballarin Francesco・沓掛 丈・薄田 真由 (2022) 台湾原産の不快害虫であるヤンバルトサカヤスデ<i>Chamberlinius hualienensis</i>（オビヤスデ目ヤケヤスデ科）の東京都本土における初確認. 衛生動物, 73(2): 59–61.",https://doi.org/10.7601/mez.73.59
127,L01604,,"江原 昭三 (1966) 少脚綱. pp. 30–39. In: 内田亨 (編) 動物系統分類学 7(中B) 節足動物(IIb) 海蜘蛛類 触角動物 多足類. 中山書店, 東京. 143 pp.",
128,L01606,,"江原 昭三 (1966) 倍脚綱. 内部形態・胚子発生・系統. pp. 45–55, 58–60, 81. In: 内田亨 (編) 動物系統分類学 7(中B) 節足動物(IIb) 海蜘蛛類 触角動物 多足類. 中山書店, 東京. 143 pp.",
129,L01608,,"江原 昭三 (1966) 唇脚類. 概説・胚子発生・系統. pp. 82, 100–104, 116–117, 122–123. In: 内田亨 (編) 動物系統分類学 7(中B) 節足動物(IIb) 海蜘蛛類 触角動物 多足類. 中山書店, 東京. 143 pp.",
130,L01609,,"江原 昭三 (1966) 結合類. pp. 125–136. In: 内田亨 (編) 動物系統分類学 7(中B) 節足動物(IIb) 海蜘蛛類 触角動物 多足類. 中山書店, 東京. 143 pp.",
131,L01176,"Eisner, T., Alsop, D. W., Hicks, K. and Meinwald, J. (1978) Defensive secretions of millipeds. pp. 41–72. In: Bettini, S. (ed.) Arthropod Venoms, Handbook of Experimental Pharmacology Vol. 48. Springer-Verlag, Berlin.",,
132,L01239,"Enghoff, H. (1975) <i>Paraspirobolus dictyonotus</i>, a hothouse millipede new to Denmark (Diplopoda, Spirobolida, Spirobolellidae). Entomologiske Meddelelser, 43: 17–20.",,
133,L01001,"Enghoff, H. (1979) The millipede genus <i>Okeanobates</i> (Diplopoda, Julida: Nemasomatidae). Steenstrupia, 5(9): 161–178.",,
134,L01698,"Enghoff, H. (1981) A cladistic analysis and classification of the millipede order Julida. Zeitschrift für zoologische Systematik und Evolutionsforschung, 19: 285–319.",,
135,L00254,"Enghoff, H. (1985) The millipede family Nemasomatidae. With the description of a new genus, and a revision of <i>Orinisobates</i> (Diplopoda: Julida). Insect Systematics & Evolution, 16(1): 27–67.",,https://doi.org/10.1163/187631285X00045
136,L01219,"Enghoff, H. (1986) Leg polymorphism in a julid millipede, <i>Anaulaciulus inaequipes</i> n.sp. with a list of congeneric species (Diplopoda, Julida, Julidae). Steenstrupia, 12(7): 117–125.",,
137,L01340,"Enghoff, H. (1990) The ground-plan of chilognathan millipedes (external morphology). pp. 1–21. In: Minelli, A. (ed.) Proceedings of the 7th International Congress of Myriapodology. E.J. Brill.",,
138,L00019,"Enghoff, H. (1991) A revised cladistic analysis and classification of the millipede order Julida with establishment of four new families and description of a new nemasomatoid genus from Japan. Journal of Zoological Systematics and Evolutionary Research, 29(4): 241–263.",,https://doi.org/10.1111/j.1439-0469.1991.tb00671.x
139,L00411,"Enghoff, H. (1992) <i>Dolichoiulus</i> - a mostly Macaronesian multitude of millipedes with the description of a related new genus from Tenerife, Canary Islands (Diplopoda, Julida, Julidae). Entomologica scandinavica, Supplement, (40): 1–158.",,
140,L01255,"Enghoff, H. (1993) Phylogenetic biogeography of a Holarctic group: the julidan millipedes. Cladistic subordinateness as an indicator of dispersal. Journal of Biogeography, 20(5): 525–536.",,
141,L01256,"Enghoff, H. (1993) Cape Verdean millipedes (Diplopoda). Tropical Zoology, 6(1): 207–216.",,https://doi.org/10.1080/03946975.1993.10539220
142,L01661,"Enghoff, H. (2010) A new strinkingly coloured species of <i>Siphonocryptus</i>, sixth of its order (Diplopoda: Siphonocryptida). Zootaxa, 2681(1): 66–68.",,https://doi.org/10.11646/zootaxa.2681.1.6
143,L01022,"Enghoff, H., Dohle, W. and Blower, J. G. (1993) Anamorphosis in millipedes (Diplopoda) — the present state of knowledge with some developmental and phylogenetic considerations. Zoological Journal of the Linnean Society, 109(2): 103–234.",,https://doi.org/10.1111/j.1096-3642.1993.tb00305.x
144,L01660,"Enghoff, H. and Golovatch, S. I. (1995) A revision of the Siphonocryptidae (Diplopoda, Polyzoniida). Zoological Scripta, 24(1): 29–41.",,https://doi.org/10.1111/j.1463-6409.1995.tb00473.x
145,L01423,"Enghoff, H., Golovatch, S. I. and Nguyen, A. D. (2004) A review of the millipede fauna of Vietnam (Diplopoda). Arthropoda Selecta, 13(1–2): 29–43.",,https://kmkjournals.com/journals/AS/AS_Index_Volumes/AS_13/AS_13_1_029_043_enhoff_et_al
146,L01334,,"江崎 悌三 (1932) 多足類 蜘蛛類. 岩波書店, 東京. 124 pp.",
147,L00557,"Esaki, T. (1934) [Millipedes obstructing train operations]. [Botany and Zoology (Shokubutsu oyobi Dôbutsu)], 2(5): 821–833.","江崎 悌三 (1934) 列車運轉を妨害する倍脚類. 植物及動物, 2(5): 821–833.",
148,L01500,"Esaki, T. (1951) Symphyla. p. 941. In: Revised edition. Illustrated Encyclopedia of the Fauna of Japan. 5th edition Hokuryukan, Tokyo.","江崎 悌三 (1951) 結合類 Symphyla. p. 941. In: 改訂增補 日本動物圖鑑. 第五版. 北隆館, 東京.",
149,L01501,"Esaki, T. (1951) Pauropoda. pp. 942–943. In: Revised edition. Illustrated Encyclopedia of the Fauna of Japan. 5th edition Hokuryukan, Tokyo.","江崎 悌三 (1951) 少脚類 Pauropoda. pp. 942–943. In: 改訂增補 日本動物圖鑑. 第五版. 北隆館, 東京.",
150,L01391,,"江崎 悌三・村上 子郎 (1939) パラオ群島の動物名 (二). 科學南洋, 2(1): 9–15.",
151,L00998,"Eydoux, J. F. T. and Souleyet, L. F. A. (1842 (not 1841)) Myriapods. pp. 275–280. In: Bertrand, A. (ed.) Voyage autour du monde exécuté pendant les années 1836 et 1837 sur la corvette la Bonite, commandée par M. Vaillant, Zoologie. Paris.",,https://biodiversitylibrary.org/item/89999
152,L01582,"Ferguson, R. I. (2021) Myriapods. pp. 280–287. In: Ferguson, R. I. The Bugs of Hong Kong. Regal Printing Limited, Hong Kong. 321 pp.",,
153,L01580,"Fernández, R., Edgecombe, G. D. and Giribet, G. (2016) Exploring phylogenetic relationships within Myriapoda and the effects of matrix composition and occupancy on phylogenomic reconstruction. Systematic Biology, 65(5): 871–889.",,https://doi.org/10.1093/sysbio/syw041
154,L01262,"Fernández, R., Edgecombe, G. D. and Giribet, G. (2018) Phylogenomics illuminates the backbone of the Myriapoda Tree of Life and reconciles morphological and molecular phylogenies. Scientific Reports, 8: 83.",,https://doi.org/10.1038/s41598-017-18562-w
155,L01579,"Fernández, R., Laumer, C. E., Vahtera, V., Libro, S., Kaluziak, S., Sharma, P. P., Pérez-Porro, A. R., Edgecombe, G. D. and Giribet, G. (2014) Evaluating topological conflict in centipede phylogeny using transcriptomic data sets. Molecular Biology and Evolution, 31(6): 1500–1513.",,https://doi.org/10.1093/molbev/msu108
156,L01478,"Foddai, D., Bonato, L., Pereira, L. A. and Minelli, A. (2003) Phylogeny and systematics of the Arrupinae (Chilopoda Geophilomorpha Mecistocephalidae) with the description of a new dwarfed species. Journal of Natural History, 37(10): 1247–1267.",,https://doi.org/10.1080/00222930210121672
157,L01678,"Fuji, T. (1994) [Centipedes and millipedes]. pp. 176–179. [Hino Nature Preservation Society] (ed.) [New guidebook of Hino's animals]. Hino City, Hino.","富士 尭 (1994) ムカデとヤスデ. pp. 176–179. 日野の自然を守る会 (編) 新・日野の動物ガイドブック. 日野市, 日野.",
158,L01102,"Fujikawa, T., Mima, J. and Yoshida, T. (2001) Mass migration of the periodical Diplopoda, <i>Parafontaria laminata armigera</i> Verhoeff, at Kirigamine Highland, central Japan from 1999 to 2000. The Annals of environmental science, Shinshu University, 23: 101–105.","藤川 粋至・美馬 純一・吉田 利男 (2001) 霧ヶ峰における1999年から2000年にかけてのキシャヤスデの群遊について. 環境科学年報，信州大学, 23: 101–105.",http://hdl.handle.net/10091/12343
159,L00709,"Fujikawa, T., Mima, J., Yoshida, T., Ito, M. T. and Toyota, A. (2002) Distribution of a periodic millipede (<i>Parafontaria laminata armigera</i> Verhoeff, 1936) was surveyed in the central highland Japan in autumn 2001. Edaphologia, (70): 41–44.","藤川 粋至・美馬 純一・吉田 利男・伊藤 雅道・豊田 鮎 (2002) 2001年秋季の長野県中部山岳地帯を中心とするキシャヤスデの群遊状況について. Edaphologia, (70): 41–44.",https://doi.org/10.20695/edaphologia.70.0_41
160,L01101,"Fujikawa, T. and Yoshida, T. (1999) Feeding activity by Diplopoda, <i>Parafontaria laminata armigera</i>. The Annals of environmental science, Shinshu University, 21: 69–76.","藤川 粋至・吉田 利男 (1999) キシャヤスデの摂食活動の変動について. 環境科学年報，信州大学, 21: 69–76.",http://hdl.handle.net/10091/12318
161,L01390,"Fujikawa, T. and Yoshida, T. (2005) The internal sexual organs of the male train millipede (<i>Parafontaria laminata armigera</i> Verhoeff) and the changes in the amount of germ cells. Edaphologia, (78): 5–10.","藤川 粋至・吉田 利男 (2005) キシャヤスデ (<i>Parafontaria laminata armigera</i> Verhoeff) 雄の内部生殖器官の形態と生殖細胞の量的変化. Edaphologia, (78): 5–10.",https://doi.org/10.20695/edaphologia.78.0_5
162,L01299,"Fujita, T., Otsuka, C. and Uno, R. (1981) Large-sized soil invertebrates of four representative forests in the National Park for Nature Study. Miscellaneous reports of the National Park for Nature Study, (12): 31–75.","藤田 朋子・大塚 ちかこ・宇野 リベカ (1981) 自然教育園内の四分林で調査した大型土壌無脊椎動物について. 自然教育園報告, (12): 31–75.",https://www.kahaku.go.jp/research/publication/meguro/v12.html
163,L01320,"Fujiyama, S. (1996) Annual thermoperiod regulating an eight-year life-cycle of a periodical diplopod, <i>Parafontaria laminata armigera</i> Verhoeff (Diplopoda). Pedobiologia, 40(6): 541–547.",,
164,L01093,"Fujiyama, S. (2009) [Potential establishment of the exotic species <i>Chamberlinius hualienensis</i> in mainland Japan]. The Annals of environmental science, Shinshu University, 33: 133–136.","藤山 静雄 (2009) 外来種ヤンバルトサカヤスデの日本本土での定着の可能性について. 環境科学年報，信州大学, 33: 133–136.",
165,L00707,"Fujiyama, S., Ishida, T. and Shah, S. K. (2012) Ecology of imigrated diplopoda, <i>Chamberlinius hualienensis</i> with special reference to that of <i>Parafontaria laminata armigera</i>. The Annals of environmental science, Shinshu University, 34: 110–116.","藤山 静雄・石田 剛之・Shailendra Kumar Shah (2012) 外来種ヤンバルトサカヤスデの生態と大発生 — キシャヤスデの生態との対比を中心に —. 環境科学年報，信州大学, 34: 110–116.",https://soar-ir.repo.nii.ac.jp/records/16589
166,L00757,"Fujiyama, S. and Yoshida, T. (1980) [Ecology of <i>Parafontaria laminata armigera</i> II: Life history]. Takakuwaia, (12): 3–4.","藤山 静雄・吉田 利男 (1980) キシャヤスデの生態 II 生活史について. Takakuwaia, (12): 3–4.",
167,L00708,"Fujiyama, S. and Yoshida, T. (1984) The effects of low temperature on the induction of reproduction in <i>Parafontaria laminata armigera</i> Verhoeff (Diplopoda). Edaphologia, (30): 17–21.","藤山 静雄・吉田 利男 (1984) キシャヤスデの産卵誘起に及ぼす低温の効果. Edaphologia, (30): 17–21.",https://agriknowledge.affrc.go.jp/RN/2010302437
168,L00987,"Fukuyama, I. and Nakano, T. (2018) The Chinese red-headed centipede <i>Scolopendra mutilans</i> (Chilopoda: Scolopendridae) is a predetor of the terrestrial macrophagous leech <i>Orobdella whitmani</i> (Hirudinida: Orobdellidae). Edaphologia, (103): 33–34.",,https://doi.org/10.20695/edaphologia.103.0_33
169,L01063,,"福山 研二 (2015) おとしぶみ通信 (15) 土の中の虫たち 6 ヤスデ. 林業と薬剤, (213): 20–23.",
